Epoch,Train Loss,Val Loss,Mean Pixel Accuracy,IoU,Dice Score,Per-class Accuracy
49,0.5876980687890734,0.5892869366539849,"tensor(0.9402, device='cuda:0')","[tensor(0.9415, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0485, device='cuda:0'), tensor(0.0130, device='cuda:0')]","[tensor(0.9699, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0889, device='cuda:0'), tensor(0.0246, device='cuda:0')]","[tensor(0.9567, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(164.8233, device='cuda:0'), tensor(730.1506, device='cuda:0')]"
50,0.5884816229343415,0.5714109705554115,"tensor(0.9496, device='cuda:0')","[tensor(0.9508, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0590, device='cuda:0'), tensor(0.0092, device='cuda:0')]","[tensor(0.9747, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1067, device='cuda:0'), tensor(0.0181, device='cuda:0')]","[tensor(0.9660, device='cuda:0'), tensor(187.0724, device='cuda:0'), tensor(165.5322, device='cuda:0'), tensor(734.7972, device='cuda:0')]"
51,0.6024141090256827,0.6153909530904558,"tensor(0.9607, device='cuda:0')","[tensor(0.9612, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0349, device='cuda:0'), tensor(0.0078, device='cuda:0')]","[tensor(0.9802, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0641, device='cuda:0'), tensor(0.0154, device='cuda:0')]","[tensor(0.9765, device='cuda:0'), tensor(187.0723, device='cuda:0'), tensor(169.8695, device='cuda:0'), tensor(722.7557, device='cuda:0')]"
52,0.5796549609729222,0.5640509823958079,"tensor(0.9653, device='cuda:0')","[tensor(0.9663, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0654, device='cuda:0'), tensor(0.0188, device='cuda:0')]","[tensor(0.9828, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1174, device='cuda:0'), tensor(0.0354, device='cuda:0')]","[tensor(0.9817, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(167.8608, device='cuda:0'), tensor(736.1349, device='cuda:0')]"
53,0.5668266645499638,0.5833211309380002,"tensor(0.9508, device='cuda:0')","[tensor(0.9519, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0500, device='cuda:0'), tensor(0.0173, device='cuda:0')]","[tensor(0.9753, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0901, device='cuda:0'), tensor(0.0334, device='cuda:0')]","[tensor(0.9672, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(165.3586, device='cuda:0'), tensor(734.4996, device='cuda:0')]"
54,0.5881880794252669,0.6231969032022688,"tensor(0.9459, device='cuda:0')","[tensor(0.9470, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0432, device='cuda:0'), tensor(0.0169, device='cuda:0')]","[tensor(0.9728, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0807, device='cuda:0'), tensor(0.0323, device='cuda:0')]","[tensor(0.9622, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(166.7957, device='cuda:0'), tensor(726.2520, device='cuda:0')]"
55,0.5942673981189728,0.5804250107871162,"tensor(0.9784, device='cuda:0')","[tensor(0.9788, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0457, device='cuda:0'), tensor(0.0130, device='cuda:0')]","[tensor(0.9893, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0839, device='cuda:0'), tensor(0.0244, device='cuda:0')]","[tensor(0.9943, device='cuda:0'), tensor(187.0723, device='cuda:0'), tensor(169.2352, device='cuda:0'), tensor(738.7094, device='cuda:0')]"
56,0.5801002621650696,0.5725465648704104,"tensor(0.9268, device='cuda:0')","[tensor(0.9287, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0516, device='cuda:0'), tensor(0.0175, device='cuda:0')]","[tensor(0.9630, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0956, device='cuda:0'), tensor(0.0331, device='cuda:0')]","[tensor(0.9440, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(161.0761, device='cuda:0'), tensor(737.4554, device='cuda:0')]"
57,0.5686391225882939,0.5627651082144843,"tensor(0.9425, device='cuda:0')","[tensor(0.9440, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0671, device='cuda:0'), tensor(0.0124, device='cuda:0')]","[tensor(0.9711, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1210, device='cuda:0'), tensor(0.0235, device='cuda:0')]","[tensor(0.9593, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(163.1698, device='cuda:0'), tensor(737.3992, device='cuda:0')]"
58,0.5799197248050145,0.5652153525087569,"tensor(0.9282, device='cuda:0')","[tensor(0.9299, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0676, device='cuda:0'), tensor(0.0162, device='cuda:0')]","[tensor(0.9636, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1232, device='cuda:0'), tensor(0.0311, device='cuda:0')]","[tensor(0.9451, device='cuda:0'), tensor(187.0725, device='cuda:0'), tensor(162.1036, device='cuda:0'), tensor(732.6347, device='cuda:0')]"
59,0.5760205677577428,0.5543896357218424,"tensor(0.9610, device='cuda:0')","[tensor(0.9619, device='cuda:0'), tensor(0.0017, device='cuda:0'), tensor(0.0683, device='cuda:0'), tensor(0.0144, device='cuda:0')]","[tensor(0.9805, device='cuda:0'), tensor(0.0033, device='cuda:0'), tensor(0.1220, device='cuda:0'), tensor(0.0279, device='cuda:0')]","[tensor(0.9772, device='cuda:0'), tensor(187.0738, device='cuda:0'), tensor(167.4297, device='cuda:0'), tensor(735.1787, device='cuda:0')]"
60,0.5594969264098576,0.5462238523695204,"tensor(0.9594, device='cuda:0')","[tensor(0.9606, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0733, device='cuda:0'), tensor(0.0129, device='cuda:0')]","[tensor(0.9798, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1318, device='cuda:0'), tensor(0.0251, device='cuda:0')]","[tensor(0.9759, device='cuda:0'), tensor(187.0690, device='cuda:0'), tensor(166.9781, device='cuda:0'), tensor(735.6572, device='cuda:0')]"
61,0.5655484216553824,0.554897622929679,"tensor(0.9373, device='cuda:0')","[tensor(0.9392, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0565, device='cuda:0'), tensor(0.0115, device='cuda:0')]","[tensor(0.9686, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1037, device='cuda:0'), tensor(0.0224, device='cuda:0')]","[tensor(0.9545, device='cuda:0'), tensor(187.0721, device='cuda:0'), tensor(163.2287, device='cuda:0'), tensor(733.0831, device='cuda:0')]"
62,0.5786270013877324,0.5627271930376688,"tensor(0.9454, device='cuda:0')","[tensor(0.9468, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0635, device='cuda:0'), tensor(0.0221, device='cuda:0')]","[tensor(0.9726, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1147, device='cuda:0'), tensor(0.0397, device='cuda:0')]","[tensor(0.9621, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(164.3601, device='cuda:0'), tensor(735.3036, device='cuda:0')]"
63,0.5733060683522906,0.5726543962955475,"tensor(0.9306, device='cuda:0')","[tensor(0.9322, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0537, device='cuda:0'), tensor(0.0186, device='cuda:0')]","[tensor(0.9648, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0987, device='cuda:0'), tensor(0.0357, device='cuda:0')]","[tensor(0.9473, device='cuda:0'), tensor(187.0703, device='cuda:0'), tensor(161.9850, device='cuda:0'), tensor(734.8145, device='cuda:0')]"
64,0.5676825634070806,0.5455147624015808,"tensor(0.9641, device='cuda:0')","[tensor(0.9650, device='cuda:0'), tensor(1.0582e-05, device='cuda:0'), tensor(0.0644, device='cuda:0'), tensor(0.0128, device='cuda:0')]","[tensor(0.9822, device='cuda:0'), tensor(2.1163e-05, device='cuda:0'), tensor(0.1173, device='cuda:0'), tensor(0.0242, device='cuda:0')]","[tensor(0.9804, device='cuda:0'), tensor(187.0710, device='cuda:0'), tensor(167.0372, device='cuda:0'), tensor(737.5042, device='cuda:0')]"
65,0.5625948352473122,0.5549313094880846,"tensor(0.9524, device='cuda:0')","[tensor(0.9538, device='cuda:0'), tensor(0.0002, device='cuda:0'), tensor(0.0704, device='cuda:0'), tensor(0.0155, device='cuda:0')]","[tensor(0.9763, device='cuda:0'), tensor(0.0003, device='cuda:0'), tensor(0.1279, device='cuda:0'), tensor(0.0292, device='cuda:0')]","[tensor(0.9691, device='cuda:0'), tensor(187.0706, device='cuda:0'), tensor(165.8487, device='cuda:0'), tensor(734.8788, device='cuda:0')]"
66,0.5641861319541931,0.5952726701895396,"tensor(0.8874, device='cuda:0')","[tensor(0.8894, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0462, device='cuda:0'), tensor(0.0217, device='cuda:0')]","[tensor(0.9413, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0863, device='cuda:0'), tensor(0.0408, device='cuda:0')]","[tensor(0.9045, device='cuda:0'), tensor(187.0719, device='cuda:0'), tensor(153.8870, device='cuda:0'), tensor(736.1793, device='cuda:0')]"
67,0.5684788933822087,0.5670839382542504,"tensor(0.9537, device='cuda:0')","[tensor(0.9549, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0615, device='cuda:0'), tensor(0.0168, device='cuda:0')]","[tensor(0.9769, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1128, device='cuda:0'), tensor(0.0319, device='cuda:0')]","[tensor(0.9702, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(166.2017, device='cuda:0'), tensor(735.4435, device='cuda:0')]"
68,0.5579560833317893,0.5521218478679657,"tensor(0.9670, device='cuda:0')","[tensor(0.9677, device='cuda:0'), tensor(3.4938e-06, device='cuda:0'), tensor(0.0680, device='cuda:0'), tensor(0.0169, device='cuda:0')]","[tensor(0.9835, device='cuda:0'), tensor(6.9874e-06, device='cuda:0'), tensor(0.1218, device='cuda:0'), tensor(0.0317, device='cuda:0')]","[tensor(0.9831, device='cuda:0'), tensor(187.0714, device='cuda:0'), tensor(168.4210, device='cuda:0'), tensor(735.6349, device='cuda:0')]"
69,0.5608980630125319,0.5600438217322031,"tensor(0.9678, device='cuda:0')","[tensor(0.9684, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0595, device='cuda:0'), tensor(0.0155, device='cuda:0')]","[tensor(0.9839, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1063, device='cuda:0'), tensor(0.0297, device='cuda:0')]","[tensor(0.9838, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(168.4127, device='cuda:0'), tensor(735.1343, device='cuda:0')]"
70,0.5712353152888162,0.5752114719814725,"tensor(0.9618, device='cuda:0')","[tensor(0.9629, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.0600, device='cuda:0'), tensor(0.0153, device='cuda:0')]","[tensor(0.9810, device='cuda:0'), tensor(0., device='cuda:0'), tensor(0.1080, device='cuda:0'), tensor(0.0290, device='cuda:0')]","[tensor(0.9783, device='cuda:0'), tensor(187.0726, device='cuda:0'), tensor(167.8276, device='cuda:0'), tensor(734.6583, device='cuda:0')]"
